Code,Name,Geographic Level,Old names,City Class,"Income
Classification","Urban / Rural
(based on 2015 Population)",2020 Population
061914016,Poblacion IX,Bgy,Barangay IX,,,U," 1,794 "
061914017,Barra,Bgy,,,,R," 2,947 "
061914018,Bato,Bgy,,,,R," 2,348 "
061914019,Baybay,Bgy,,,,U," 9,732 "
061914020,Bolo,Bgy,,,,U," 8,001 "
061914021,Cabugao,Bgy,,,,R," 2,422 "
061914022,Cagay,Bgy,,,,U," 6,333 "
061914023,Cogon,Bgy,,,,R," 2,204 "
061914024,Culajao,Bgy,,,,R," 2,099 "
061914025,Culasi,Bgy,,,,U," 7,869 "
061914026,Dumolog,Bgy,,,,R," 4,014 "
061914027,Dayao,Bgy,,,,R," 5,211 "
061914028,Dinginan,Bgy,,,,U," 7,064 "
061914029,Gabu-an,Bgy,,,,R," 1,521 "
061914030,Inzo Arnaldo Village,Bgy,Cadimahan,,,U," 4,930 "
061914031,Jumaguicjic,Bgy,,,,R," 2,778 "
061914032,Lanot,Bgy,,,,U," 6,421 "
061914033,Lawa-an,Bgy,,,,U," 11,484 "
061914034,Liong,Bgy,,,,R," 1,420 "
061914035,Libas,Bgy,,,,U," 7,802 "
061914036,Loctugan,Bgy,,,,R," 2,359 "
061914037,Lonoy,Bgy,,,,R," 3,080 "
061914039,Milibili,Bgy,,,,U," 7,120 "
061914040,Mongpong,Bgy,,,,R," 5,286 "
061914041,Olotayan,Bgy,,,,R," 1,058 "
061914042,Punta Cogon,Bgy,,,,R," 1,216 "
061914043,Punta Tabuc,Bgy,,,,U," 5,782 "
061914044,San Jose,Bgy,,,,R," 4,406 "
061914045,Sibaguan,Bgy,,,,R," 3,875 "
061914046,Talon,Bgy,,,,R," 2,236 "
061914047,Tanque,Bgy,,,,U," 5,922 "
061914048,Tanza,Bgy,,,,U," 2,354 "
061914049,Tiza,Bgy,,,,U," 8,919 "
061915000,Sapi-An,Mun,,,4th,," 26,697 "
061915001,Agsilab,Bgy,,,,U," 1,420 "
061915002,Agtatacay Norte,Bgy,,,,R, 972 
061915003,Agtatacay Sur,Bgy,,,,R," 1,193 "
061915004,Bilao,Bgy,,,,R," 3,704 "
061915005,Damayan,Bgy,,,,R," 2,428 "
061915006,Dapdapan,Bgy,,,,R," 2,847 "
061915007,Lonoy,Bgy,,,,R," 3,657 "
061915008,Majanlud,Bgy,,,,R," 2,343 "
061915009,Maninang,Bgy,,,,R," 2,923 "
061915010,Poblacion,Bgy,,,,U," 5,210 "
061916000,Sigma,Mun,,,4th,," 31,688 "
061916001,Acbo,Bgy,,,,R," 1,081 "
061916002,Amaga,Bgy,,,,R," 2,483 "
061916003,Balucuan,Bgy,,,,R," 1,147 "
061916004,Bangonbangon,Bgy,,,,R," 1,516 "
061916005,Capuyhan,Bgy,,,,R, 637 
061916006,Cogon,Bgy,,,,R," 1,146 "
061916007,Dayhagon,Bgy,,,,R, 918 
061916008,Guintas,Bgy,,,,R, 942 
061916009,Malapad Cogon,Bgy,,,,R," 1,439 "
061916010,Mangoso,Bgy,,,,R," 2,625 "
061916011,Mansacul,Bgy,,,,R," 1,095 "
061916012,Matangcong,Bgy,,,,R," 1,263 "
061916013,Matinabus,Bgy,,,,R," 1,112 "
061916014,Mianay,Bgy,,,,R," 3,771 "
061916015,Oyong,Bgy,,,,R," 1,180 "
061916016,Pagbunitan,Bgy,,,,R," 1,261 "
061916017,Parian,Bgy,,,,R," 3,323 "
061916018,Pinamalatican,Bgy,,,,R, 853 
061916019,Poblacion Norte,Bgy,,,,R," 1,221 "
061916020,Poblacion Sur,Bgy,,,,R," 1,821 "
061916021,Tawog,Bgy,,,,R, 854 
061917000,Tapaz,Mun,,,1st,," 54,423 "
061917001,Abangay,Bgy,,,,R, 863 
061917002,Acuña,Bgy,,,,R, 929 
061917003,Agcococ,Bgy,,,,R, 967 
061917004,Aglinab,Bgy,,,,R, 844 
061917005,Aglupacan,Bgy,,,,R, 175 
061917006,Agpalali,Bgy,,,,R, 693 
061917007,Apero,Bgy,,,,R, 942 
061917008,Artuz,Bgy,,,,R," 1,553 "
061917009,Bag-Ong Barrio,Bgy,,,,R," 1,137 "
061917010,Bato-bato,Bgy,,,,R, 387 
061917011,Buri,Bgy,,,,R, 644 
061917012,Camburanan,Bgy,,,,R," 1,444 "
061917013,Candelaria,Bgy,,,,R," 2,208 "
061917014,Carida,Bgy,,,,R," 1,117 "
061917015,Cristina,Bgy,,,,R," 1,447 "
061917016,Da-an Banwa,Bgy,,,,R," 1,296 "
061917017,Da-an Norte,Bgy,,,,R, 676 
061917018,Da-an Sur,Bgy,,,,R, 847 
061917019,Garcia,Bgy,,,,R, 838 
061917020,Gebio-an,Bgy,,,,R, 904 
061917021,Hilwan,Bgy,,,,R, 429 
061917022,Initan,Bgy,,,,R, 965 
061917023,Katipunan,Bgy,,,,R, 950 
061917024,Lagdungan,Bgy,,,,R," 1,188 "
061917025,Lahug,Bgy,,,,R, 362 
061917026,Libertad,Bgy,,,,R, 676 
061917027,Mabini,Bgy,,,,R, 283 
061917028,Maliao,Bgy,,,,R, 819 
061917029,Malitbog,Bgy,,,,R," 1,136 "
061917030,Minan,Bgy,,,,R, 535 
061917031,Nayawan,Bgy,,,,R, 401 
061917032,Poblacion,Bgy,,,,R," 2,956 "
061917033,Rizal Norte,Bgy,,,,R, 315 
061917034,Rizal Sur,Bgy,,,,R, 427 
061917035,Roosevelt,Bgy,,,,R, 650 
061917036,Roxas,Bgy,,,,R," 1,518 "
061917037,Salong,Bgy,,,,R, 646 
061917038,San Antonio,Bgy,,,,R, 935 
061917039,San Francisco,Bgy,,,,R," 1,172 "
061917041,San Jose,Bgy,,,,R, 742 
061917042,San Julian,Bgy,,,,R," 1,384 "
061917043,San Miguel Ilawod,Bgy,,,,R, 978 
061917044,San Miguel Ilaya,Bgy,,,,R," 1,210 "
061917045,San Nicolas,Bgy,,,,R," 2,669 "
061917046,San Pedro,Bgy,,,,R, 464 
061917047,San Roque,Bgy,,,,R," 1,032 "
061917048,San Vicente,Bgy,,,,R, 386 
061917049,Santa Ana,Bgy,,,,R," 1,156 "
061917050,Santa Petronila,Bgy,,,,R, 525 
061917051,Senonod,Bgy,,,,R, 222 
061917052,Siya,Bgy,,,,R, 797 
061917053,Switch,Bgy,,,,R," 1,421 "
061917054,Tabon,Bgy,,,,R, 612 
061917055,Tacayan,Bgy,,,,R, 418 
061917056,Taft,Bgy,,,,R," 1,384 "
061917057,Taganghin,Bgy,,,,R, 621 
061917058,Taslan,Bgy,,,,R, 836 
061917059,Wright,Bgy,,,,R," 1,292 "
063000000,Iloilo,Prov,,,1st,," (excluding ILOILO CITY) 2,051,899 "
063001000,Ajuy,Mun,,,2nd,," 53,462 "
063001001,Adcadarao,Bgy,,,,R, 596 
063001002,Agbobolo,Bgy,,,,R, 475 
063001003,Badiangan,Bgy,,,,R," 1,296 "
063001004,Barrido,Bgy,,,,R," 2,927 "
063001005,Bato Biasong,Bgy,,,,R, 895 
063001006,Bay-ang,Bgy,,,,R," 2,813 "
063001007,Bucana Bunglas,Bgy,,,,R, 361 
063001008,Central,Bgy,,,,R," 1,378 "
063001009,Culasi,Bgy,,,,R," 4,400 "
063001010,Lanjagan,Bgy,,,,R," 1,032 "
063001011,Luca,Bgy,,,,R," 3,055 "
063001012,Malayu-an,Bgy,,,,R," 2,631 "
063001013,Mangorocoro,Bgy,,,,R," 1,371 "
063001014,Nasidman,Bgy,,,,R, 596 
063001015,Pantalan Nabaye,Bgy,,,,R, 944 
063001016,Pantalan Navarro,Bgy,,,,R, 525 
063001017,Pedada,Bgy,,,,R," 1,587 "
063001018,Pili,Bgy,,,,R," 3,439 "
063001019,Pinantan Diel,Bgy,,,,R, 830 
063001020,Pinantan Elizalde,Bgy,,,,R, 531 
063001021,Pinay Espinosa,Bgy,,,,R," 1,050 "
063001022,Poblacion,Bgy,,,,U," 3,224 "
063001023,Progreso,Bgy,,,,R," 1,735 "
063001024,Puente Bunglas,Bgy,,,,R," 1,203 "
063001025,Punta Buri,Bgy,,,,R," 1,318 "
063001026,Rojas,Bgy,,,,R, 494 
063001027,San Antonio,Bgy,,,,R," 3,151 "
063001028,Silagon,Bgy,,,,R, 955 
063001029,Santo Rosario,Bgy,,,,R," 2,515 "
063001030,Tagubanhan,Bgy,,,,R, 926 
063001031,Taguhangin,Bgy,,,,R, 869 
063001032,Tanduyan,Bgy,,,,R, 741 
063001033,Tipacla,Bgy,,,,R," 2,983 "
063001034,Tubogan,Bgy,,,,R, 616 
063002000,Alimodian,Mun,,,3rd,," 39,722 "
063002001,Abang-abang,Bgy,,,,R, 361 
063002002,Agsing,Bgy,,,,R, 201 
063002003,Atabay,Bgy,,,,R, 493 
063002004,Ba-ong,Bgy,,,,R, 305 
063002005,Baguingin-Lanot,Bgy,,,,R," 1,079 "
063002006,Bagsakan,Bgy,,,,R, 516 
063002007,Bagumbayan-Ilajas,Bgy,,,,R," 1,123 "
063002008,Balabago,Bgy,,,,R, 601 
063002009,Ban-ag,Bgy,,,,R, 875 
063002010,Bancal,Bgy,,,,R," 1,788 "
063002011,Binalud,Bgy,,,,R," 1,081 "
063002012,Bugang,Bgy,,,,R, 877 
063002014,Buhay,Bgy,,,,R, 900 
063002015,Bulod,Bgy,,,,R, 674 
063002017,Cabacanan Proper,Bgy,,,,R, 786 
063002018,Cabacanan Rizal,Bgy,,,,R, 319 
063002019,Cagay,Bgy,,,,R, 821 
063002020,Coline,Bgy,,,,R, 565 
063002021,Coline-Dalag,Bgy,,,,R, 435 
063002022,Cunsad,Bgy,,,,R, 347 
063002023,Cuyad,Bgy,,,,R, 627 
063002024,Dalid,Bgy,,,,R, 744 
063002025,Dao,Bgy,,,,R, 562 
063002026,Gines,Bgy,,,,R, 508 
063002027,Ginomoy,Bgy,,,,R, 514 
063002028,Ingwan,Bgy,,,,R, 495 
063002029,Laylayan,Bgy,,,,R, 539 
063002030,Lico,Bgy,,,,R, 326 
063002031,Luan-luan,Bgy,,,,R, 505 
063002032,Malamhay,Bgy,,,,R, 315 
063002033,Malamboy-Bondolan,Bgy,,,,R, 121 
063002034,Mambawi,Bgy,,,,R, 712 
063002035,Manasa,Bgy,,,,R, 160 
063002036,Manduyog,Bgy,,,,R, 529 
063002037,Pajo,Bgy,,,,R," 1,203 "
063002038,Pianda-an Norte,Bgy,,,,R, 176 
063002039,Pianda-an Sur,Bgy,,,,R, 496 
063002041,Punong,Bgy,,,,R, 185 
063002042,Quinaspan,Bgy,,,,R, 624 
063002043,Sinamay,Bgy,,,,R," 1,499 "
063002044,Sulong,Bgy,,,,R," 1,049 "
063002045,Taban-Manguining,Bgy,,,,R," 1,379 "
063002046,Tabug,Bgy,,,,R, 530 
063002047,Tarug,Bgy,,,,R, 776 
063002048,Tugaslon,Bgy,,,,R, 266 
063002049,Ubodan,Bgy,,,,R, 394 
063002050,Ugbo,Bgy,,,,R, 334 
063002051,Ulay-Bugang,Bgy,,,,R, 528 
063002052,Ulay-Hinablan,Bgy,,,,R, 409 
063002053,Umingan,Bgy,,,,R, 774 
063002054,Poblacion,Bgy,,,,U," 8,296 "
063003000,Anilao,Mun,,,4th,," 30,520 "
063003001,Agbatuan,Bgy,,,,R, 947 
063003002,Badiang,Bgy,,,,R," 2,775 "
063003003,Balabag,Bgy,,,,R," 1,447 "
063003004,Balunos,Bgy,,,,R," 1,339 "
063003005,Cag-an,Bgy,,,,R," 1,807 "
063003006,Camiros,Bgy,,,,R," 1,455 "
063003007,Sambag Culob,Bgy,,,,R," 1,498 "
063003008,Dangula-an,Bgy,,,,R," 2,546 "
063003009,Guipis,Bgy,,,,R, 645 
063003010,Manganese,Bgy,,,,R, 666 
063003011,Medina,Bgy,,,,R," 1,100 "
063003012,Mostro,Bgy,,,,R," 2,103 "
063003013,Palaypay,Bgy,,,,R," 1,278 "
063003014,Pantalan,Bgy,,,,R," 1,136 "
063003015,Poblacion,Bgy,,,,R," 2,239 "
063003016,San Carlos,Bgy,,,,R," 2,273 "
063003017,San Juan Crisostomo,Bgy,,,,R, 912 
063003018,Santa Rita,Bgy,,,,R," 1,458 "
063003019,Santo Rosario,Bgy,,,,R, 962 
063003020,Serallo,Bgy,,,,R, 995 
063003021,Vista Alegre,Bgy,,,,R, 939 
063004000,Badiangan,Mun,,,4th,," 27,056 "
063004001,Agusipan,Bgy,,,,R," 1,064 "
063004002,Astorga,Bgy,,,,R, 672 
063004003,Bita-oyan,Bgy,,,,R," 1,180 "
063004004,Botong,Bgy,,,,R," 1,405 "
063004005,Budiawe,Bgy,,,,R," 1,067 "
063004006,Cabanga-an,Bgy,,,,R, 650 
063004007,Cabayogan,Bgy,,,,R, 892 
063004008,Calansanan,Bgy,,,,R," 1,446 "
063004009,Catubig,Bgy,,,,R, 752 
063004010,Guinawahan,Bgy,,,,R, 433 
063004011,Ilongbukid,Bgy,,,,R, 515 
063004012,Indorohan,Bgy,,,,R, 334 
063004013,Iniligan,Bgy,,,,R," 1,606 "
063004014,Latawan,Bgy,,,,R, 490 
063004015,Linayuan,Bgy,,,,R, 955 
063004016,Mainguit,Bgy,,,,R, 654 
063004017,Malublub,Bgy,,,,R, 887 
063004018,Manaolan,Bgy,,,,R," 1,340 "
063004019,Mapili Grande,Bgy,,,,R, 948 
063004020,Mapili Sanjo,Bgy,,,,R, 251 
063004021,Odiongan,Bgy,,,,R, 770 
063004022,Poblacion,Bgy,Badiangan,,,R," 1,922 "
063004023,San Julian,Bgy,,,,R, 744 
063004024,Sariri,Bgy,,,,R, 644 
063004025,Sianon,Bgy,,,,R," 1,021 "
063004026,Sinuagan,Bgy,,,,R, 910 
063004027,Talaba,Bgy,,,,R, 634 
063004028,Tamocol,Bgy,,,,R, 636 
063004029,Teneclan,Bgy,,,,R, 307 
063004030,Tina,Bgy,,,,R, 947 
063004031,Bingauan,Bgy,,,,R, 980 
063005000,Balasan,Mun,,,4th,," 35,064 "
063005001,Aranjuez,Bgy,,,,R," 2,067 "
063005002,Bacolod,Bgy,,,,R, 712 
063005003,Balanti-an,Bgy,,,,R," 2,517 "
063005004,Batuan,Bgy,,,,R," 1,037 "
063005005,Cabalic,Bgy,,,,R," 1,590 "
063005006,Camambugan,Bgy,,,,R," 2,284 "
063005007,Dolores,Bgy,,,,R, 547 
063005008,Gimamanay,Bgy,,,,R," 1,100 "
063005009,Ipil,Bgy,,,,R," 1,284 "
063005010,Kinalkalan,Bgy,,,,R," 1,313 "
063005011,Lawis,Bgy,,,,R," 2,381 "
063005012,Malapoc,Bgy,,,,R, 502 
063005013,Mamhut Norte,Bgy,,,,R," 1,699 "
063005014,Mamhut Sur,Bgy,,,,R," 1,166 "
063005015,Maya,Bgy,,,,R," 2,307 "
063005016,Pani-an,Bgy,,,,R," 2,015 "
063005017,Poblacion Norte,Bgy,,,,R," 1,426 "
063005018,Poblacion Sur,Bgy,,,,U," 2,520 "
063005019,Quiasan,Bgy,,,,R," 1,029 "
063005020,Salong,Bgy,,,,R," 1,208 "
063005021,Salvacion,Bgy,,,,R, 836 
063005022,Tingui-an,Bgy,,,,R," 1,988 "
063005023,Zaragosa,Bgy,,,,R," 1,536 "
063006000,Banate,Mun,,,4th,," 33,376 "
063006003,Alacaygan,Bgy,,,,R," 1,973 "
063006005,Bariga,Bgy,,,,R," 2,034 "
063006006,Belen,Bgy,,,,R," 1,101 "
063006007,Bobon,Bgy,,,,R, 973 
063006008,Bularan,Bgy,,,,R," 1,068 "
063006010,Carmelo,Bgy,,,,R," 3,793 "
063006012,De La Paz,Bgy,,,,R," 2,769 "
063006013,Dugwakan,Bgy,,,,R, 828 
063006018,Juanico,Bgy,,,,R," 1,165 "
063006020,Libertad,Bgy,,,,R," 2,849 "
063006022,Magdalo,Bgy,,,,R," 2,436 "
063006023,Managopaya,Bgy,,,,R," 1,338 "
063006024,Merced,Bgy,,,,R," 2,646 "
063006025,Poblacion,Bgy,,,,R," 1,446 "
063006026,San Salvador,Bgy,,,,R," 3,379 "
063006027,Talokgangan,Bgy,,,,R," 2,365 "
063006028,Zona Sur,Bgy,,,,R," 1,213 "
063006029,Fuentes*,Bgy,,,,R, -   
063007000,Barotac Nuevo,Mun,,,2nd,," 58,176 "
063007001,Acuit,Bgy,,,,R," 2,814 "
063007002,Agcuyawan Calsada,Bgy,,,,R," 2,099 "
063007003,Agcuyawan Pulo,Bgy,,,,R," 1,447 "
063007004,Bagongbong,Bgy,,,,R," 1,170 "
063007005,Baras,Bgy,,,,R," 1,244 "
063007006,Bungca,Bgy,,,,R," 2,374 "
063007007,Cabilauan,Bgy,,,,R," 3,033 "
063007008,Cruz,Bgy,,,,R," 1,283 "
063007009,Guintas,Bgy,,,,R," 2,357 "
063007010,Igbong,Bgy,,,,R, 895 
063007011,Ilaud Poblacion,Bgy,,,,U," 1,956 "
063007012,Ilaya Poblacion,Bgy,,,,R," 1,321 "
063007013,Jalaud,Bgy,,,,R," 2,850 "
063007014,Lagubang,Bgy,,,,R," 2,821 "
063007015,Lanas,Bgy,,,,R," 1,558 "
063007016,Lico-an,Bgy,,,,R," 2,296 "
063007017,Linao,Bgy,,,,R, 561 
063007018,Monpon,Bgy,,,,R," 2,582 "
063007019,Palaciawan,Bgy,,,,R," 1,986 "
063007020,Patag,Bgy,,,,R," 1,642 "
063007021,Salihid,Bgy,,,,R," 2,294 "
063007022,So-ol,Bgy,,,,R," 1,649 "
063007023,Sohoton,Bgy,,,,R," 1,616 "
063007024,Tabuc-Suba,Bgy,,,,R," 2,113 "
063007025,Tabucan,Bgy,,,,R," 3,746 "
063007026,Talisay,Bgy,,,,R," 1,987 "
063007027,Tinorian,Bgy,,,,R," 2,122 "
063007028,Tiwi,Bgy,,,,R," 2,641 "
063007029,Tubungan,Bgy,,,,R," 1,719 "
063008000,Barotac Viejo,Mun,,,3rd,," 48,614 "
063008002,Bugnay,Bgy,,,,R, 776 
063008004,California,Bgy,,,,R, 923 
063008005,Del Pilar,Bgy,,,,R, 742 
063008006,De la Peña,Bgy,,,,R," 1,199 "
063008007,General Luna,Bgy,,,,R," 1,812 "
063008009,La Fortuna,Bgy,,,,R," 1,431 "
063008010,Lipata,Bgy,,,,R," 2,270 "
063008011,Natividad,Bgy,,,,R," 2,278 "
063008012,Nueva Invencion,Bgy,,,,R," 2,028 "
063008013,Nueva Sevilla,Bgy,,,,R," 1,995 "
063008014,Poblacion,Bgy,,,,U," 4,951 "
063008016,Puerto Princesa,Bgy,,,,R," 1,109 "
063008017,Rizal,Bgy,,,,R," 1,331 "
063008019,San Antonio,Bgy,,,,R," 2,185 "
063008021,San Fernando,Bgy,,,,R," 1,654 "
063008023,San Francisco,Bgy,,,,R, 853 
063008024,San Geronimo,Bgy,,,,R," 1,276 "
063008025,San Juan,Bgy,,,,R," 1,929 "
063008026,San Lucas,Bgy,,,,R," 4,511 "
063008027,San Miguel,Bgy,,,,R," 1,557 "
063008029,San Roque,Bgy,,,,R," 1,448 "
063008030,Santiago,Bgy,,,,R," 2,419 "
063008031,Santo Domingo,Bgy,,,,R," 1,272 "
063008032,Santo Tomas,Bgy,,,,R," 1,446 "
063008033,Ugasan,Bgy,,,,R," 1,357 "
063008034,Vista Alegre,Bgy,,,,R," 3,862 "
063009000,Batad,Mun,,,5th,," 22,157 "
063009001,Alapasco,Bgy,,,,R, 556 
063009002,Alinsolong,Bgy,,,,R," 1,315 "
063009003,Banban,Bgy,,,,R, 382 
063009004,Batad Viejo,Bgy,,,,R," 1,189 "
063009005,Binon-an,Bgy,,,,R," 3,442 "
063009006,Bolhog,Bgy,,,,R, 672 
063009007,Bulak Norte,Bgy,,,,R, 478 
063009008,Bulak Sur,Bgy,,,,R," 1,273 "
063009009,Cabagohan,Bgy,,,,R, 856 
063009011,Calangag,Bgy,,,,R, 825 
063009012,Caw-i,Bgy,,,,R, 892 
063009013,Drancalan,Bgy,,,,R, 430 
063009014,Embarcadero,Bgy,,,,R, 831 
063009015,Hamod,Bgy,,,,R, 741 
063009016,Malico,Bgy,,,,R, 456 
063009017,Nangka,Bgy,,,,R, 428 
063009018,Pasayan,Bgy,,,,R, 676 
063009019,Poblacion,Bgy,,,,R," 1,728 "
063009020,Quiazan Florete,Bgy,,,,R, 458 
063009021,Quiazan Lopez,Bgy,,,,R, 413 
063009022,Salong,Bgy,,,,R, 447 
063009023,Santa Ana,Bgy,,,,R, 685 
063009024,Tanao,Bgy,,,,R," 2,028 "
063009025,Tapi-an,Bgy,,,,R, 956 
063010000,Bingawan,Mun,,,5th,," 16,164 "
063010001,Agba-o,Bgy,,,,R, 713 
063010002,Alabidhan,Bgy,,,,R," 1,772 "
063010003,Bulabog,Bgy,,,,R, 822 
063010004,Cairohan,Bgy,,,,R, 631 
063010005,Guinhulacan,Bgy,,,,R, 811 
063010006,Inamyungan,Bgy,,,,R, 883 
063010007,Malitbog Ilawod,Bgy,,,,R, 811 
063010008,Malitbog Ilaya,Bgy,,,,R, 851 
063010009,Ngingi-an,Bgy,,,,R, 668 
063010010,Poblacion,Bgy,,,,R," 4,602 "
063010011,Quinangyana,Bgy,,,,R, 707 
063010012,Quinar-Upan,Bgy,,,,R," 1,462 "
063010013,Tapacon,Bgy,,,,R, 910 
063010014,Tubod,Bgy,,,,R, 521 
063012000,Cabatuan,Mun,,,2nd,," 61,110 "
063012001,Acao,Bgy,,,,R," 1,971 "
063012002,Amerang,Bgy,,,,R, 689 
063012003,Amurao,Bgy,,,,R, 850 
063012004,Anuang,Bgy,,,,R, 830 
063012005,Ayaman,Bgy,,,,R," 1,921 "
063012006,Ayong,Bgy,,,,R, 736 
063012007,Bacan,Bgy,,,,R," 1,793 "
063012008,Balabag,Bgy,,,,R, 458 
063012009,Baluyan,Bgy,,,,R, 853 
063012010,Banguit,Bgy,,,,R," 1,389 "
063012011,Bulay,Bgy,,,,R, 710 
063012012,Cadoldolan,Bgy,,,,R, 575 
063012013,Cagban,Bgy,,,,R, 440 
063012014,Calawagan,Bgy,,,,R, 334 
063012015,Calayo,Bgy,,,,R, 780 
063012016,Duyanduyan,Bgy,,,,R, 966 
063012017,Gaub,Bgy,,,,R," 1,436 "
063012018,Gines Interior,Bgy,,,,R, 654 
063012019,Gines Patag,Bgy,,,,R," 2,503 "
063012020,Guibuangan Tigbauan,Bgy,,,,R, 813 
063012021,Inabasan,Bgy,,,,R, 964 
063012022,Inaca,Bgy,,,,R, 975 
063012023,Inaladan,Bgy,,,,R, 525 
063012024,Ingas,Bgy,,,,R, 224 
063012025,Ito Norte,Bgy,,,,R, 715 
063012026,Ito Sur,Bgy,,,,R, 770 
063012027,Janipaan Central,Bgy,,,,R, 452 
063012028,Janipaan Este,Bgy,,,,R, 560 
063012029,Janipaan Oeste,Bgy,,,,R, 562 
063012030,Janipaan Olo,Bgy,,,,R, 738 
063012031,Jelicuon Lusaya,Bgy,,,,R, 667 
063012032,Jelicuon Montinola,Bgy,,,,R," 1,756 "
063012033,Lag-an,Bgy,,,,R, 490 
063012034,Leong,Bgy,,,,R, 919 
063012035,Lutac,Bgy,,,,R, 564 
063012036,Manguna,Bgy,,,,R," 2,399 "
063012037,Maraguit,Bgy,,,,R, 605 
063012038,Morubuan,Bgy,,,,R, 176 
063012039,Pacatin,Bgy,,,,R, 423 
063012040,Pagotpot,Bgy,,,,R, 469 
063012041,Pamul-Ogan,Bgy,,,,R, 821 
063012042,Pamuringao Proper,Bgy,,,,R, 596 
063012043,Pamuringao Garrido,Bgy,,,,R, 506 
063012044,Zone I Pob.,Bgy,Barangay 1,,,U," 1,461 "
063012045,Zone X Pob.,Bgy,Barangay 10,,,R, 459 
063012046,Zone XI Pob.,Bgy,Barangay 11,,,R, 848 
063012047,Zone II Pob.,Bgy,Barangay 2,,,R, 267 
063012048,Zone III Pob.,Bgy,Barangay 3,,,R, 608 
063012049,Zone IV Pob.,Bgy,Barangay 4,,,R, 961 
063012050,Zone V Pob.,Bgy,Barangay 5,,,R, 319 
063012051,Zone VI Pob.,Bgy,Barangay 6 ,,,R, 456 
063012052,Zone VII Pob.,Bgy,Barangay 7,,,R, 234 
063012053,Zone VIII Pob.,Bgy,Barangay 8,,,R, 202 
063012054,Zone IX Pob.,Bgy,Barangay 9,,,R, 180 
063012055,Pungtod,Bgy,,,,R," 1,307 "
063012056,Puyas,Bgy,,,,R, 843 
063012057,Salacay,Bgy,,,,R," 2,163 "
063012059,Sulanga,Bgy,,,,R, 495 
063012060,Tabucan,Bgy,,,,R," 2,015 "
063012061,Tacdangan,Bgy,,,,R," 1,018 "
063012062,Talanghauan,Bgy,,,,R," 1,525 "
063012063,Tigbauan Road,Bgy,,,,R," 1,853 "
063012064,Tinio-an,Bgy,,,,R, 903 
063012065,Tiring,Bgy,,,,R," 2,605 "
063012066,Tupol Central,Bgy,,,,R, 506 
063012067,Tupol Este,Bgy,,,,R, 447 
063012068,Tupol Oeste,Bgy,,,,R, 713 
063012069,Tuy-an,Bgy,,,,R," 1,145 "
063013000,Calinog,Mun,,,1st,," 62,853 "
063013002,Agcalaga,Bgy,,,,R," 1,266 "
063013003,Aglibacao,Bgy,,,,R, 661 
063013004,Aglonok,Bgy,,,,R, 474 
063013006,Alibunan,Bgy,,,,R," 3,463 "
063013007,Badlan Grande,Bgy,,,,R," 1,171 "
063013008,Badlan Pequeño,Bgy,,,,R," 1,277 "
063013009,Badu,Bgy,,,,R," 1,796 "
063013011,Balaticon,Bgy,,,,R, 676 
063013012,Banban Grande,Bgy,,,,R," 1,057 "
063013013,Banban Pequeño,Bgy,,,,R," 1,095 "
063013015,Binolosan Grande,Bgy,,,,R, 884 
063013016,Binolosan Pequeño,Bgy,,,,R," 1,339 "
063013017,Cabagiao,Bgy,,,,R," 1,319 "
063013019,Cabugao,Bgy,,,,R," 1,154 "
063013020,Cahigon,Bgy,,,,R," 2,475 "
063013022,Barrio Calinog,Bgy,,,,R, 724 
063013023,Camalongo,Bgy,,,,R," 1,120 "
063013024,Canabajan,Bgy,,,,R," 1,571 "
063013025,Caratagan,Bgy,,,,R, 625 
063013026,Carvasana,Bgy,,,,R," 1,314 "
063013027,Dalid,Bgy,,,,R," 1,119 "
063013028,Datagan,Bgy,,,,R," 1,094 "
063013030,Gama Grande,Bgy,,,,R, 931 
063013031,Gama Pequeño,Bgy,,,,R, 535 
063013032,Garangan,Bgy,,,,R, 848 
063013034,Guinbonyugan,Bgy,,,,R, 553 
063013036,Guiso,Bgy,,,,R, 876 
063013037,Hilwan,Bgy,,,,R, 536 
063013038,Impalidan,Bgy,,,,R, 557 
063013040,Ipil,Bgy,,,,R," 1,164 "
063013041,Jamin-ay,Bgy,,,,R, 893 
063013042,Lampaya,Bgy,,,,R, 996 
063013043,Libot,Bgy,,,,R," 2,166 "
063013044,Lonoy,Bgy,,,,R," 1,346 "
063013045,Malaguinabot,Bgy,,,,R, 395 
063013046,Malapawe,Bgy,,,,R, 653 
063013047,Malitbog Centro,Bgy,,,,R, 764 
063013049,Mambiranan,Bgy,,,,R, 864 
063013050,Manaripay,Bgy,,,,R, 494 
063013051,Marandig,Bgy,,,,R, 953 
063013052,Masaroy,Bgy,,,,R, 408 
063013053,Maspasan,Bgy,,,,R, 721 
063013054,Nalbugan,Bgy,,,,R, 767 
063013056,Owak,Bgy,,,,R, 682 
063013057,Poblacion Centro,Bgy,,,,R, 486 
063013058,Poblacion Delgado,Bgy,,,,R," 1,574 "
063013059,Poblacion Rizal Ilaud,Bgy,,,,R," 1,525 "
063013060,Poblacion Ilaya,Bgy,,,,R," 2,829 "
063013062,Baje San Julian,Bgy,,,,R," 1,018 "
063013063,San Nicolas,Bgy,,,,R, 808 
063013064,Simsiman,Bgy,,,,R," 1,843 "
063013065,Tabucan,Bgy,,,,R," 1,113 "
063013066,Tahing,Bgy,,,,R, 361 
